property_id,property_type,square_footage,bedrooms,bathrooms,year_built,lot_size,neighborhood,garage_spaces,pool,fireplace,view,renovation_year,renovation_cost,distance_to_school,distance_to_hospital,distance_to_grocery_store,crime_rate,median_income,property_tax,hoa_fee,heating_type,cooling_type,foundation_type,roof_material,energy_efficiency_rating,listing_date,selling_price,selling_date,profit_margin
717,apartment,3058,3,3,2006,3.4,urban,0,true,false,mountain,1937,46862,5.9,2.0,5.8,1.4,136538,4622,479,oil,window,basement,tile,7,1/28/2022,631852,5/26/2020,1200
718,townhouse,2269,5,4,1942,4.7,rural,0,false,true,city,2015,20603,7.2,4.0,2.3,3.9,68620,2398,378,gas,none,slab,tile,2,1/17/2021,753814,11/7/2021,3500
719,house,1088,3,4,2020,0.8,urban,3,false,true,city,1947,12026,8.4,5.6,4.1,7.7,46319,4965,309,electric,none,slab,asphalt,1,8/6/2021,378150,7/19/2020,3000
720,condo,1606,4,3,1932,1.8,urban,0,false,false,mountain,1960,48855,9.7,7.6,6.6,2.7,95495,2787,466,gas,window,crawl space,metal,8,12/4/2021,764838,3/19/2022,1400
721,condo,2189,4,1,1917,6.4,suburban,3,false,true,mountain,1917,17007,0.7,8.8,7.8,6.7,21233,2120,488,oil,none,crawl space,asphalt,10,5/12/2020,685026,4/7/2020,3900
722,house,2340,5,3,2014,8.6,rural,0,false,false,ocean,2007,13954,9.4,6.0,8.8,2.5,146778,3355,159,electric,central,crawl space,asphalt,9,12/31/2021,348910,4/20/2022,2400
723,townhouse,2078,2,2,2017,0.5,suburban,3,false,false,mountain,1908,5242,4.0,9.1,4.2,5.1,114566,3310,493,electric,none,basement,asphalt,2,7/7/2021,982894,6/12/2021,18600
724,condo,2579,5,3,1941,8.8,rural,1,true,true,city,1983,28740,3.7,2.1,1.7,0.8,112782,3812,211,electric,central,basement,asphalt,8,1/27/2020,924906,9/15/2022,3100
725,house,4025,4,2,2008,2.3,urban,2,false,true,ocean,2010,47689,4.9,9.2,0.9,4.3,111173,927,60,oil,window,slab,metal,1,4/22/2021,503643,11/5/2020,900
726,condo,2388,2,4,1927,3.0,rural,3,false,true,city,1985,26614,3.6,0.3,9.8,0.4,61670,2143,375,oil,window,crawl space,asphalt,2,11/27/2020,991028,1/13/2021,3600
727,house,3321,3,1,1938,9.1,urban,3,false,true,ocean,2007,27247,6.9,4.5,7.5,4.4,144527,503,269,electric,window,basement,tile,7,4/12/2022,389502,5/29/2021,1300
728,house,1595,6,3,1944,0.7,urban,0,false,true,mountain,2022,20854,8.8,1.8,6.4,3.4,27993,1629,228,electric,none,crawl space,metal,3,8/11/2022,688232,9/12/2020,3200
729,condo,2230,4,3,1918,5.0,suburban,1,true,false,ocean,1988,13858,7.4,2.2,1.3,5.7,106772,2268,343,gas,central,crawl space,tile,7,7/4/2022,563547,1/5/2021,3900
730,condo,1594,4,2,1955,2.9,rural,2,false,false,ocean,1979,24696,7.9,2.0,3.5,2.4,80535,4472,232,gas,central,slab,metal,5,6/22/2021,274851,12/5/2022,1000
731,apartment,3989,1,3,1927,2.6,urban,3,true,true,ocean,1923,41881,7.0,4.0,6.5,7.9,58794,2534,244,electric,none,crawl space,asphalt,8,2/13/2022,65274,10/6/2022,0
732,condo,4169,1,3,1971,1.8,suburban,2,true,false,city,1937,16455,6.6,1.5,6.9,0.8,115219,2454,390,electric,window,crawl space,tile,8,1/13/2022,981025,12/13/2021,5800
733,house,3996,3,2,1970,9.6,rural,1,false,true,mountain,2018,14910,8.0,2.8,3.4,6.6,60990,4163,414,oil,window,slab,tile,9,3/31/2020,350717,4/19/2020,2200
734,apartment,1750,1,4,1996,9.2,suburban,3,false,true,city,2016,37832,2.7,5.4,9.3,7.4,26832,2444,77,gas,none,slab,tile,1,2/11/2022,104950,2/11/2022,100
735,house,2576,3,1,2009,2.3,suburban,2,true,false,city,1940,28398,1.9,0.4,4.6,1.6,27624,4696,169,gas,none,slab,tile,3,5/24/2021,963264,2/15/2020,3200
736,townhouse,547,1,1,1940,2.9,urban,3,true,false,mountain,2012,9077,4.5,8.1,9.6,7.1,31041,3367,445,oil,central,slab,metal,8,8/18/2020,969859,4/26/2022,10500
737,condo,1022,2,2,1933,6.0,urban,2,false,true,ocean,1961,40723,4.7,8.5,5.6,7.3,72881,1705,448,electric,central,slab,tile,10,8/1/2020,60238,1/22/2020,0
738,house,4078,3,4,2005,5.9,rural,3,false,true,ocean,1951,29463,4.8,1.0,1.1,1.0,61452,4291,372,oil,central,slab,tile,10,11/18/2022,128109,2/6/2020,300
739,townhouse,1985,6,4,1961,7.4,urban,2,false,false,mountain,1946,46025,8.0,0.3,8.1,7.7,107457,4262,308,gas,window,basement,asphalt,3,8/1/2020,472610,2/23/2020,900
740,condo,3064,3,3,1923,7.3,urban,2,true,true,ocean,2011,21101,1.2,3.2,2.3,4.9,44153,2188,373,oil,window,crawl space,metal,5,10/24/2021,854950,12/16/2021,3900
741,townhouse,862,6,4,2011,8.5,rural,2,true,false,city,2000,7137,9.3,5.2,4.3,4.9,127628,2155,331,gas,central,basement,metal,2,9/14/2022,977538,3/9/2022,13500
742,apartment,1372,2,1,1954,1.6,urban,0,false,true,ocean,1932,46659,2.3,7.5,4.7,0.2,73024,3250,163,electric,none,slab,metal,5,10/27/2021,277381,1/15/2022,400
743,condo,4677,2,4,1937,5.0,urban,0,false,false,city,1930,47338,9.6,4.7,1.3,7.6,80989,3687,376,electric,none,crawl space,asphalt,10,7/3/2022,120491,5/10/2022,100
744,house,1339,3,1,1986,2.6,suburban,0,false,false,city,1932,45763,0.1,2.6,2.6,5.9,60293,4208,65,oil,central,slab,asphalt,3,9/15/2022,828019,1/21/2021,1700
745,condo,1027,6,4,1934,1.1,urban,0,false,true,mountain,1932,46858,5.3,7.1,8.4,4.2,29119,2067,482,oil,none,basement,asphalt,5,5/24/2021,948061,11/19/2021,1900
746,townhouse,1842,6,4,1924,1.0,rural,3,false,true,ocean,1976,19862,9.6,7.1,2.1,3.5,83670,3294,94,gas,window,slab,metal,5,5/13/2020,390848,5/18/2022,1800
747,townhouse,1147,2,3,2020,2.2,rural,0,false,true,ocean,1908,45489,9.0,4.9,7.7,4.6,77686,1054,483,oil,none,crawl space,asphalt,6,10/2/2021,412559,8/15/2022,800
748,townhouse,1779,1,3,2018,8.9,urban,3,false,false,ocean,2004,18931,7.0,3.5,2.9,2.8,62297,1454,454,oil,none,slab,metal,3,12/14/2022,763192,2/23/2020,3900
749,house,2527,3,2,1933,9.2,rural,2,true,false,city,1900,41299,6.0,2.8,0.8,2.5,46817,4113,143,oil,central,basement,metal,8,12/2/2022,439434,12/7/2020,900
750,townhouse,2387,6,3,1986,4.9,suburban,2,false,true,city,1985,7895,4.5,6.2,9.2,4.1,68925,779,68,oil,window,basement,metal,4,7/8/2022,316660,5/29/2021,3900
751,condo,4460,6,4,2006,8.6,urban,2,false,true,city,1901,32739,5.7,7.8,9.5,3.3,117020,616,237,electric,central,crawl space,metal,9,1/10/2020,594679,8/8/2021,1700
752,apartment,2565,6,2,1912,5.7,urban,0,true,true,ocean,1906,5254,1.8,10.0,5.4,3.2,104014,3816,112,electric,central,crawl space,tile,1,6/23/2021,623634,1/10/2020,11700
753,condo,566,5,3,2001,5.8,urban,0,false,true,ocean,2005,32514,0.2,8.7,8.0,4.8,108002,3114,149,electric,window,basement,asphalt,1,5/22/2022,926256,1/25/2021,2700
754,apartment,3116,6,2,1924,7.2,suburban,0,true,true,city,2000,49313,4.5,0.5,5.3,7.1,120728,2196,214,electric,window,slab,asphalt,7,1/22/2022,266888,7/26/2020,400
755,house,3921,4,4,1963,8.8,rural,2,true,true,mountain,1988,43789,9.2,7.0,7.1,9.9,133663,3629,152,oil,window,basement,metal,10,8/29/2020,219256,8/12/2021,400
756,apartment,1709,5,2,1967,8.2,urban,1,true,false,city,1958,37474,9.0,5.4,3.8,2.3,96517,4414,434,oil,window,slab,asphalt,2,5/11/2022,830472,12/8/2022,2100
757,condo,3284,3,3,1912,6.6,suburban,3,false,false,mountain,2010,28917,7.1,8.1,1.0,5.0,57211,3912,292,oil,window,slab,asphalt,7,2/18/2020,311876,8/6/2022,900
758,house,3219,4,4,1917,0.5,suburban,3,false,true,city,2021,43400,1.7,1.3,7.0,9.6,93987,2083,413,oil,window,basement,asphalt,7,2/13/2020,852258,1/2/2020,1800
759,townhouse,3725,6,4,1930,2.2,urban,1,false,true,mountain,1979,36803,9.7,1.0,0.6,2.3,128549,1917,497,oil,none,slab,asphalt,2,9/10/2022,210579,10/21/2020,400
760,townhouse,1173,4,4,1932,2.9,rural,2,true,false,mountain,2000,16671,2.9,7.9,2.3,5.4,55626,3387,422,gas,none,slab,asphalt,7,2/24/2022,413442,9/21/2022,2300
761,apartment,3603,1,4,1964,8.0,urban,1,false,true,mountain,2011,8255,2.5,4.0,9.5,1.9,24705,1899,482,electric,window,slab,tile,6,7/28/2021,492731,5/16/2021,5800
762,house,1221,5,3,1952,6.8,urban,3,false,false,city,1990,45529,3.0,5.5,4.1,5.2,109951,4694,90,electric,central,basement,asphalt,9,8/6/2021,750206,6/1/2021,1500
763,condo,1832,4,4,1996,4.8,urban,0,true,false,ocean,1940,34669,4.6,1.1,2.0,1.4,37732,2446,445,gas,none,basement,tile,4,9/13/2022,398903,7/2/2021,1000
764,house,2507,3,1,1973,10.0,suburban,1,false,true,mountain,1906,42102,2.5,7.7,7.6,4.7,35757,3975,423,electric,none,slab,metal,10,2/15/2022,381849,8/12/2020,800
765,condo,3510,5,2,1925,5.1,suburban,1,false,true,mountain,2016,5953,0.2,2.9,8.8,6.0,65392,2674,122,electric,window,basement,asphalt,5,10/2/2020,522552,2/7/2020,8600
766,apartment,1353,5,1,1981,8.3,suburban,3,true,false,ocean,2008,36068,7.7,1.0,8.2,2.6,70449,3988,484,electric,window,slab,metal,5,11/5/2021,634168,5/5/2020,1600
767,townhouse,757,3,2,1988,8.4,rural,3,false,false,ocean,1971,7020,8.8,2.4,6.0,3.9,68504,4505,104,oil,none,crawl space,metal,3,3/30/2020,626572,12/12/2022,8800
768,apartment,2267,5,3,2013,3.7,suburban,1,true,false,ocean,2008,11195,8.4,7.0,3.8,8.5,107010,1546,486,oil,central,basement,tile,6,2/6/2020,746971,12/20/2021,6500
769,condo,2339,4,4,2017,1.1,urban,0,true,true,ocean,2010,3695,2.3,5.9,2.9,6.2,57746,3337,458,oil,central,slab,asphalt,5,10/6/2020,985805,5/19/2020,26500
770,apartment,518,6,1,1975,4.6,urban,1,true,false,city,1981,48228,5.2,3.9,3.4,0.5,140169,3020,215,electric,central,basement,tile,6,1/22/2021,251177,12/14/2022,400
771,townhouse,2866,1,1,1991,1.2,suburban,1,false,false,mountain,1983,36578,5.7,8.5,5.3,9.8,83182,678,74,gas,window,basement,tile,1,2/19/2021,599887,9/18/2021,1500
772,apartment,2733,1,1,1937,3.9,urban,1,true,true,city,1998,45158,6.6,1.5,7.2,3.6,70696,4725,446,oil,central,basement,metal,6,3/16/2020,772755,5/8/2022,1600
773,house,1955,2,2,1993,8.8,suburban,0,false,true,ocean,1916,17207,5.7,6.3,4.3,8.9,63562,2858,105,oil,central,basement,asphalt,2,9/28/2020,389324,6/5/2022,2100
774,townhouse,2259,2,2,1937,3.6,urban,0,false,false,city,1991,5874,3.2,3.3,0.9,5.7,23127,1396,154,oil,none,slab,tile,4,11/4/2020,186127,7/26/2021,3000
775,condo,4122,2,1,1909,0.1,urban,1,false,true,mountain,1968,17524,1.0,8.1,4.6,2.9,148198,2023,184,gas,window,slab,metal,10,4/1/2021,288151,2/19/2021,1500
776,condo,3402,6,2,1956,2.5,urban,0,true,false,ocean,1984,30329,7.3,2.6,7.7,4.6,98377,2822,481,electric,window,basement,metal,10,1/8/2021,181282,11/13/2022,400
777,townhouse,3579,5,1,1965,5.6,urban,2,false,true,mountain,1919,4900,8.6,9.6,5.5,6.6,79402,3104,450,gas,window,crawl space,asphalt,4,12/31/2021,640816,11/9/2020,12900
778,house,2132,3,1,1977,5.5,suburban,2,false,true,ocean,2006,26480,8.6,9.3,0.8,0.5,129646,2048,377,gas,central,crawl space,asphalt,5,10/12/2021,146014,2/22/2021,400
779,townhouse,4624,5,4,2001,2.9,suburban,2,false,true,ocean,1946,7144,1.8,4.8,10.0,1.3,85728,1635,167,electric,none,basement,tile,5,4/19/2022,891295,11/27/2022,12300
780,townhouse,4908,2,3,1908,8.3,suburban,2,true,false,mountain,1978,35868,9.0,2.0,7.5,0.4,76420,3336,481,oil,window,crawl space,tile,10,4/5/2022,244499,4/3/2022,500
781,townhouse,4740,6,3,1931,8.1,rural,0,true,false,mountain,1910,11625,7.9,4.4,5.3,0.6,92489,972,55,gas,none,crawl space,metal,1,4/17/2022,327181,4/20/2022,2700
782,townhouse,4360,1,2,1921,7.7,suburban,2,true,false,city,2017,26046,3.0,4.6,7.9,3.9,37097,4234,446,electric,window,basement,metal,1,2/11/2020,188579,7/14/2020,600
783,townhouse,3183,1,2,1920,2.5,rural,1,true,true,city,1960,29674,6.4,0.9,3.0,5.0,87092,3166,408,electric,none,basement,metal,7,10/7/2022,235099,7/30/2021,600
784,house,4521,5,4,2015,7.2,rural,3,true,true,city,2007,30451,2.9,5.5,0.5,1.1,87031,1815,429,electric,window,slab,tile,7,4/25/2021,801116,3/20/2022,2500
785,townhouse,4718,5,3,1990,6.7,urban,1,false,false,mountain,1930,13440,1.7,8.4,6.8,3.9,62088,1537,333,electric,none,crawl space,asphalt,4,1/19/2020,758544,1/16/2021,5500
786,condo,3010,4,3,1959,9.3,urban,0,false,true,mountain,1939,36316,4.4,3.0,8.5,4.0,140859,5000,242,electric,window,slab,metal,2,12/28/2021,816344,11/8/2022,2100
787,condo,3670,2,2,1939,8.8,suburban,1,true,false,mountain,1941,11924,7.8,3.1,1.0,7.5,140829,4565,55,oil,central,basement,metal,5,3/20/2020,874982,3/13/2022,7200
788,condo,1240,6,1,1907,7.7,suburban,2,true,false,ocean,1930,30669,8.1,9.9,3.7,6.1,80536,3262,62,oil,central,basement,tile,10,8/12/2020,177791,7/29/2020,400
789,condo,3877,5,3,1987,3.9,urban,0,false,true,mountain,1997,25006,4.7,2.0,7.4,6.0,120257,4740,108,gas,none,slab,metal,4,5/8/2020,678652,12/8/2021,2600
790,townhouse,4138,3,3,2011,6.9,urban,3,true,false,city,1990,10793,8.1,1.7,2.8,8.2,77495,1321,407,electric,none,basement,metal,4,3/11/2021,326201,5/16/2021,2900
791,townhouse,1945,2,4,2015,9.2,suburban,1,false,false,city,2021,47389,8.3,3.3,1.5,7.9,83834,2145,352,electric,none,basement,tile,9,3/22/2021,470934,11/5/2022,800
792,condo,3348,2,2,1965,2.6,suburban,3,true,true,mountain,1950,28543,6.8,4.1,6.0,7.5,113907,3301,405,electric,window,crawl space,asphalt,9,5/15/2022,483117,12/22/2020,1500
793,condo,4340,5,4,1934,3.8,rural,2,true,false,city,1917,20785,0.3,7.8,4.3,2.4,107313,3159,293,electric,central,slab,tile,8,4/22/2020,181293,7/20/2022,700
794,townhouse,1653,3,3,1985,0.6,urban,3,false,false,ocean,1922,14570,7.7,3.5,5.7,6.8,27724,1100,428,electric,window,crawl space,asphalt,3,4/12/2020,78046,4/3/2022,400
795,apartment,4849,3,2,1919,4.6,urban,1,false,true,city,1905,34284,4.9,4.5,9.5,5.0,26671,4914,327,oil,none,slab,tile,10,5/24/2021,326829,6/1/2022,800
796,condo,4121,3,3,1965,4.4,urban,1,false,false,city,1992,4773,2.2,5.3,8.6,3.6,123616,4957,427,gas,none,slab,asphalt,3,7/29/2022,469159,1/10/2020,9700
797,house,3532,5,2,1937,1.5,suburban,1,true,true,mountain,1995,2643,7.9,2.0,9.6,3.6,63475,2801,144,gas,none,basement,metal,9,8/21/2020,974637,6/10/2020,36700
798,house,3383,3,2,1972,9.7,suburban,3,false,false,ocean,1986,4286,4.7,9.3,0.2,8.3,149138,1813,406,oil,none,basement,asphalt,6,9/28/2020,372554,10/26/2022,8500
799,house,3948,5,4,2019,6.7,suburban,1,false,true,ocean,1976,37517,1.4,3.2,0.8,8.4,131626,1793,103,oil,window,slab,tile,2,12/18/2020,935618,6/22/2022,2300
800,apartment,700,6,4,1958,3.2,suburban,1,true,true,mountain,1950,35691,8.2,5.0,4.2,1.0,97420,3638,208,gas,window,slab,metal,6,11/18/2020,207291,9/12/2022,400
801,townhouse,2603,3,4,1914,9.7,rural,2,true,true,mountain,1917,42153,8.5,0.3,9.4,7.0,112788,4577,384,electric,central,crawl space,asphalt,5,12/8/2020,702457,1/8/2020,1500
802,apartment,4275,1,1,1921,9.4,rural,0,true,true,city,1920,5424,0.6,4.9,4.5,8.7,105662,2352,204,electric,window,crawl space,tile,2,5/4/2022,871448,9/15/2022,15900
803,townhouse,1064,3,4,1986,9.4,suburban,3,true,true,mountain,1975,8482,3.0,4.5,3.9,2.4,112314,4237,224,electric,none,crawl space,tile,9,6/20/2022,550780,4/1/2021,6300
804,townhouse,911,5,1,1979,0.6,urban,1,true,true,city,1924,42324,6.8,5.3,8.7,5.6,142427,1756,477,oil,window,slab,tile,6,5/25/2021,411326,11/20/2021,800
805,townhouse,704,5,2,1959,1.7,urban,1,false,false,city,1949,34161,8.3,1.5,6.0,8.6,47102,4884,228,electric,none,basement,tile,8,12/12/2022,406750,6/15/2022,1000
806,townhouse,3091,4,4,1941,0.6,rural,1,true,true,ocean,1901,26159,6.0,3.0,1.2,6.4,43079,3266,54,oil,central,crawl space,metal,7,3/22/2021,536110,6/5/2022,1900
807,townhouse,1269,3,3,1914,2.2,rural,2,false,true,mountain,1992,26164,2.6,8.5,6.2,5.1,107898,3815,215,electric,central,basement,metal,8,1/31/2022,640765,8/6/2020,2300
808,house,724,2,4,1956,1.7,suburban,1,true,true,city,1949,4482,10.0,4.0,3.0,3.8,93835,4306,181,electric,central,basement,tile,6,10/26/2020,99305,5/29/2022,2100
809,townhouse,3523,2,3,1950,5.1,suburban,3,false,false,city,1940,27319,5.1,1.1,2.9,6.0,91525,3745,369,electric,central,basement,metal,9,9/12/2022,678577,7/11/2022,2300
810,apartment,2681,4,2,1933,3.7,suburban,1,false,false,ocean,1966,36996,3.0,1.8,8.2,6.7,64264,979,406,oil,window,basement,tile,5,3/27/2021,889546,10/5/2021,2300
811,apartment,2421,2,4,1913,1.0,urban,2,false,true,city,1962,1213,5.4,5.1,9.7,4.6,23533,550,266,electric,none,crawl space,asphalt,5,6/17/2020,637997,11/3/2021,52400
812,condo,697,6,3,1981,4.1,suburban,1,false,true,city,1997,10356,2.4,5.6,5.0,8.6,139387,1573,150,oil,window,crawl space,asphalt,1,4/10/2022,572594,3/29/2021,5400
813,condo,3250,6,2,1987,8.5,rural,1,false,true,city,2003,19014,7.1,5.1,8.3,9.2,26706,3036,467,gas,central,slab,asphalt,4,9/21/2021,710634,1/6/2022,3600
814,apartment,1242,2,4,1928,2.1,rural,2,false,true,mountain,1925,14439,2.9,6.3,0.7,2.1,135489,3303,136,oil,window,basement,asphalt,5,1/6/2022,850676,11/12/2020,5700
815,townhouse,2177,4,3,2003,9.8,rural,2,true,false,mountain,1987,27730,5.9,7.1,0.7,6.0,84304,974,233,electric,central,crawl space,asphalt,10,10/28/2022,577951,3/1/2021,1900
816,apartment,2221,4,1,1935,4.6,suburban,0,false,false,ocean,1945,12358,7.0,5.4,6.6,2.2,28581,4955,329,electric,window,crawl space,tile,10,9/28/2021,574573,10/4/2021,4500
817,condo,2717,3,2,1917,7.1,urban,0,true,true,city,1914,45798,4.3,5.3,7.8,4.5,58372,2229,346,gas,central,crawl space,metal,10,8/31/2022,552978,3/8/2021,1100
818,townhouse,1784,2,4,1915,4.7,rural,1,false,true,city,2005,17934,8.0,8.0,0.5,9.1,135464,3395,380,electric,central,basement,asphalt,4,1/30/2020,984627,2/18/2021,5300
819,house,2405,6,4,1994,1.6,suburban,2,false,false,ocean,1900,20126,6.6,3.1,5.0,1.4,44353,2955,55,gas,central,crawl space,metal,4,9/6/2021,916937,9/24/2020,4400
820,house,4778,2,1,1935,8.9,rural,1,false,false,city,1951,12221,2.4,4.2,8.1,4.3,23911,1420,486,electric,window,crawl space,tile,2,4/1/2021,216235,10/11/2020,1600
821,condo,4335,4,3,1904,5.2,rural,0,false,true,city,1924,37130,2.7,9.3,1.3,8.3,86969,848,74,oil,window,basement,tile,6,6/9/2021,529598,5/21/2021,1300
822,townhouse,4036,4,1,2003,1.0,rural,2,true,true,mountain,1970,22014,1.0,2.8,0.3,4.7,136706,828,470,gas,window,basement,asphalt,8,8/23/2020,891689,12/6/2020,3900
823,apartment,2082,1,1,1912,0.9,suburban,1,true,true,city,1957,44826,1.6,2.8,5.3,2.9,76902,1944,309,electric,none,slab,metal,5,10/5/2022,585138,2/25/2020,1200
824,house,3949,5,2,2014,8.9,rural,0,false,false,mountain,1993,3022,7.4,8.1,6.9,0.2,146281,1532,260,electric,none,basement,metal,3,7/11/2020,671229,5/5/2020,22100
825,apartment,3230,5,4,1951,9.2,rural,2,true,false,ocean,1967,25530,5.7,10.0,7.2,7.9,127211,1493,332,oil,window,basement,metal,4,1/11/2022,397858,4/8/2021,1400
826,house,2847,2,4,1933,3.6,suburban,3,false,false,city,1944,25996,6.0,9.7,6.5,2.4,53898,1425,317,gas,window,slab,metal,7,2/21/2022,941294,6/23/2021,3500
827,townhouse,4369,3,3,1976,5.4,urban,1,false,false,city,2016,8819,8.8,7.7,1.7,1.3,103935,839,235,oil,central,slab,tile,3,12/20/2020,444312,1/11/2021,4900
828,apartment,4664,3,2,1962,0.2,suburban,0,true,false,ocean,1900,24207,2.6,7.8,5.7,7.1,143546,4704,205,gas,central,crawl space,asphalt,8,10/6/2021,916352,6/6/2021,3600
829,condo,1803,6,3,1954,8.7,urban,3,true,false,ocean,2005,11369,2.5,6.3,1.0,7.9,133522,3362,159,gas,window,crawl space,metal,6,10/10/2021,879621,4/2/2021,7600
830,condo,2217,1,2,1987,2.8,suburban,2,false,true,city,1948,17928,10.0,3.9,3.4,4.9,106698,4832,465,electric,central,crawl space,metal,10,9/10/2022,201059,2/18/2022,1000
831,house,3700,4,4,1981,5.1,urban,3,true,false,mountain,1948,18111,9.5,7.0,2.5,3.0,83299,3399,491,electric,window,slab,asphalt,9,9/8/2021,702283,11/15/2021,3700
832,townhouse,4790,2,2,1919,8.5,rural,1,true,false,ocean,1995,42146,1.1,0.3,7.4,8.2,80073,574,180,oil,window,basement,metal,4,4/25/2022,782354,6/7/2020,1700
833,condo,4933,6,1,2020,6.4,rural,1,true,false,ocean,1973,1527,6.7,2.3,5.4,1.6,144392,2078,205,gas,none,basement,metal,8,5/17/2022,381989,3/22/2021,24900
834,house,661,6,4,2009,1.6,suburban,1,false,true,city,1951,9476,9.7,7.0,8.9,4.1,50549,3562,333,oil,central,basement,tile,5,7/6/2021,69044,5/29/2022,600
835,condo,2524,5,2,1900,2.0,rural,3,false,true,mountain,1904,32858,8.1,3.4,8.8,4.8,24196,4405,232,electric,none,slab,asphalt,7,4/11/2020,155519,11/21/2021,300
836,house,1083,1,4,1948,9.9,urban,3,true,true,ocean,1934,11650,4.5,4.8,1.1,5.2,111627,1384,81,electric,none,slab,metal,8,5/3/2020,345179,9/5/2021,2800
837,house,2045,3,1,2012,4.5,suburban,3,false,true,ocean,1960,24756,1.2,9.6,4.5,4.8,115342,3502,368,oil,central,crawl space,tile,1,8/31/2020,276829,2/14/2020,1000
838,house,1957,6,2,1965,9.9,rural,0,true,false,ocean,1918,8389,0.4,6.7,7.1,2.9,41493,2165,110,gas,none,slab,metal,9,1/17/2021,292519,1/17/2021,3300
839,townhouse,2006,6,2,1957,7.3,rural,3,true,false,city,1956,43198,1.7,7.1,0.6,1.9,141124,2503,75,oil,central,slab,metal,2,10/24/2022,661260,12/6/2022,1400
840,apartment,2583,3,1,1977,3.5,rural,2,true,false,ocean,1985,28949,1.6,1.1,0.4,9.0,38645,2529,139,gas,central,basement,asphalt,1,2/17/2021,263607,6/29/2020,800
841,townhouse,1162,4,4,1996,6.8,suburban,2,true,false,ocean,1901,44629,8.7,2.3,0.4,6.2,130527,2303,413,oil,window,basement,asphalt,6,10/23/2020,419515,9/21/2020,800
842,townhouse,1551,5,1,1924,3.6,urban,3,false,true,city,2012,33883,2.8,0.9,3.0,9.3,22811,3844,96,gas,central,crawl space,metal,5,8/30/2020,850892,7/24/2020,2400
843,townhouse,3989,4,4,1975,8.9,suburban,1,false,false,ocean,1998,21263,1.3,4.1,6.6,6.1,39254,3272,490,electric,none,crawl space,metal,3,9/4/2021,613029,7/5/2020,2700
844,condo,3395,6,4,1926,8.1,suburban,0,false,true,ocean,1977,43322,8.6,9.8,4.0,8.7,88570,4430,285,oil,none,crawl space,tile,5,5/8/2020,129911,2/17/2020,100
845,condo,1084,3,3,1987,0.8,rural,1,false,true,mountain,1948,18035,4.8,4.0,5.5,4.5,138299,1246,202,gas,window,crawl space,asphalt,6,3/22/2021,510161,8/8/2020,2700
846,townhouse,2324,6,4,1943,5.3,rural,3,true,true,city,1975,28563,9.6,5.0,0.5,4.4,43643,2448,145,oil,window,basement,metal,6,6/8/2021,769488,10/30/2021,2500
847,house,4837,1,4,1955,2.8,rural,2,false,false,city,1974,10358,4.6,9.2,6.4,0.6,88797,603,144,oil,none,slab,asphalt,5,3/15/2021,738757,7/23/2021,7000
848,condo,1659,6,3,2021,4.5,urban,0,true,false,mountain,1988,37411,1.6,6.6,3.0,3.1,79878,1318,272,oil,none,slab,metal,8,5/7/2021,752987,11/30/2020,1900
849,condo,3659,1,3,1939,7.9,rural,2,false,true,mountain,2019,39014,2.9,1.5,6.7,1.2,40242,2737,343,oil,central,crawl space,metal,7,3/20/2021,250064,1/5/2020,500
850,house,2801,4,3,1996,6.9,rural,1,false,false,ocean,1930,39955,1.3,6.5,4.9,1.8,104075,1581,127,electric,window,slab,metal,1,4/20/2020,405959,7/25/2022,900
851,townhouse,1947,1,4,1973,3.9,urban,0,true,false,mountain,1914,32543,7.7,9.1,1.2,7.5,87651,3136,439,electric,none,slab,asphalt,3,2/3/2021,548253,11/19/2021,1500
852,condo,922,5,1,1980,7.7,urban,3,true,false,city,1901,36186,8.0,2.0,9.2,9.6,73897,2353,51,gas,none,crawl space,tile,5,2/12/2020,248188,1/7/2020,500
853,apartment,2789,3,3,1970,5.7,rural,0,true,false,city,2022,7543,3.6,0.3,1.0,3.8,104249,4095,209,electric,none,basement,metal,4,4/21/2020,445831,9/23/2020,5800
854,house,850,2,2,2002,6.9,rural,3,true,true,city,1907,6680,9.4,2.8,7.1,8.9,26402,4294,183,electric,window,slab,asphalt,10,3/11/2021,68736,7/20/2020,900
855,condo,2460,4,3,1970,1.8,urban,1,true,true,mountain,1981,38040,2.6,3.5,2.7,1.4,124546,4663,236,electric,window,slab,asphalt,3,7/23/2021,209626,1/16/2022,400
856,apartment,4937,4,3,2003,9.2,rural,0,false,true,city,1933,7898,6.3,1.1,8.7,2.1,41344,4606,317,electric,none,slab,tile,3,5/13/2022,794420,3/22/2022,9900
857,condo,3906,1,1,1949,3.4,rural,3,true,false,ocean,1928,27161,7.0,8.2,5.7,4.2,59037,918,225,oil,central,basement,metal,1,12/27/2021,282320,11/16/2022,900
858,condo,860,3,1,2013,0.7,suburban,3,true,false,city,1922,36660,5.4,9.3,5.5,0.2,93307,4094,380,gas,none,slab,tile,1,8/15/2022,449552,5/24/2020,1100
859,house,595,1,1,1914,7.1,suburban,3,true,true,city,1998,29076,8.6,3.3,3.9,0.4,110796,2027,222,gas,window,slab,metal,7,2/28/2020,422195,8/12/2020,1300
860,house,4778,6,4,1911,2.4,urban,1,false,false,ocean,1962,4356,5.4,2.1,9.3,6.1,38967,3180,299,oil,window,basement,asphalt,3,1/12/2021,285667,5/1/2020,6400
